# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA
10308	DogulDomKundialang	jail, prison	kas
10309	DonnoSo	jail, prison	kadu+ginɛ
10310	JamsayGourou	jail, prison	kasu
10311	JamsayDouentza	jail, prison	kasu
10312	Mombo	jail, prison	kasi
10313	BonduSoNajamba	jail, prison	kasuo+le
10314	Nanga	jail, prison	kasi
10315	Penange	jail, prison	kasu
10316	PergeTegu	jail, prison	kasu
10317	TebulUre	jail, prison	kaduu+lo
10318	Tiranige	jail, prison	kaso+w+ⁿ
10319	TogoKan	jail, prison	kaju
10320	TommoSoTongoTongo	jail, prison	kadu+ginɛ
10321	TommoSoTongoTongo	jail, prison	kadu
10322	ToroTegu	jail, prison	kasu
10323	YandaDom	jail, prison	kazu
10324	YornoSo	jail, prison	kaju
#
1420	BankanTey	jaw (lower)	a+ndii+cirⁿe+y+ⁿ
1421	BankanTey	jaw (lower)	a+ndii
1422	BenTey	jaw (lower)	a+ŋgi
1423	Bunoge	jaw (lower)	ŋaaŋaa
1424	DogulDomBendiely	jaw (lower)	aŋa
1425	DogulDomKundialang	jaw (lower)	a+ŋgaa
1426	DonnoSo	jaw (lower)	aŋa
1427	JamsayGourou	jaw (lower)	ɛwⁿɛkɛ+nɛ
1428	JamsayDouentza	jaw (lower)	ɛwⁿɛ
1429	Mombo	jaw (lower)	awⁿa
1430	BonduSoNajamba	jaw (lower)	jaja+gaa
1431	Nanga	jaw (lower)	aŋ
1432	Nanga	jaw (lower)	aŋi
1433	Nanga	jaw (lower)	aŋdo+gi
1434	Nanga	jaw (lower)	a+ŋgo+ndi
1435	Penange	jaw (lower)	agala
1436	PergeTegu	jaw (lower)	aŋu
1437	TebulUre	jaw (lower)	a+ŋgaa
1438	Tiranige	jaw (lower)	ana
1439	TogoKan	jaw (lower)	ɛwⁿɛ
1440	TommoSoTongoTongo	jaw (lower)	a+ŋgaa+duu
1441	TomoKanDiangassagou	jaw (lower)	yama+ndu+cilɛ
1442	TomoKanSegue	jaw (lower)	ʔya+ma+ndu
1443	ToroTegu	jaw (lower)	kape+ŋgu+ro
1444	YandaDom	jaw (lower)	a+ŋga
1445	YornoSo	jaw (lower)	a+ŋgaa+ⁿ
#
10200	BankanTey	judge (magistrate)	sari+yakɛ+su+m
10201	BenTey	judge (magistrate)	sari+yaka+m
10202	BenTey	judge (magistrate)	argaa+lu+m
10203	DonnoSo	judge (magistrate)	susu+su
10204	DonnoSo	judge (magistrate)	sar+kɛdi+nɛ
10205	JamsayDouentza	judge (magistrate)	sari+yɛsa+riyɛ+n
10206	JamsayDouentza	judge (magistrate)	sari+yɛcɛ+jɛn
10207	Mombo	judge (magistrate)	sali+yapu+ru+gi
10208	BonduSoNajamba	judge (magistrate)	sari+yaka+ne
10209	Nanga	judge (magistrate)	juju+ji
10210	Nanga	judge (magistrate)	sari+yɛkɛ+si
10211	PergeTegu	judge (magistrate)	zuzu+z
10212	TogoKan	judge (magistrate)	juju
10213	TommoSoTongoTongo	judge (magistrate)	juuju
10214	ToroTegu	judge (magistrate)	sara+kan
10215	YandaDom	judge (magistrate)	ziizu
10216	YornoSo	judge (magistrate)	susu+su
10217	YornoSo	judge (magistrate)	paŋa+ŋinɛ
#
10218	BankanTey	judgement, ruling (on a case)	sari+ya
10219	BenTey	judgement, ruling (on a case)	sari+ya
10220	Bunoge	judgement, ruling (on a case)	sar+ya
10221	DonnoSo	judgement, ruling (on a case)	sarɛɛ
10222	JamsayDouentza	judgement, ruling (on a case)	sari+yɛ
10223	Mombo	judgement, ruling (on a case)	sali+yapu+ru+gu
10224	BonduSoNajamba	judgement, ruling (on a case)	sari+ya
10225	Nanga	judgement, ruling (on a case)	sari+yɛ
10226	Penange	judgement, ruling (on a case)	sal+ya
10227	PergeTegu	judgement, ruling (on a case)	sari+yɛ
10228	Tiranige	judgement, ruling (on a case)	sari+ya
10229	TogoKan	judgement, ruling (on a case)	sarɛɛ
10230	TommoSoTongoTongo	judgement, ruling (on a case)	sali+yɛ
10231	ToroTegu	judgement, ruling (on a case)	sara
10232	ToroTegu	judgement, ruling (on a case)	sari+ya
10233	YandaDom	judgement, ruling (on a case)	sali+ya
10234	YornoSo	judgement, ruling (on a case)	salɛɛ
#
15126	BankanTey	jump (verb only)	pot+o
15127	BenTey	jump (verb only)	per+e
15128	BenTey	jump (verb only)	pet+e
15129	Bunoge	jump (verb only)	tomb+e
15130	DogulDomBendiely	jump (verb only)	tomb+e
15131	DogulDomKundialang	jump (verb only)	tomb+e
15132	DonnoSo	jump (verb only)	tomb+e
15133	JamsayGourou	jump (verb only)	per+e
15134	JamsayDouentza	jump (verb only)	per+e
15135	Mombo	jump (verb only)	tomb+e
15136	BonduSoNajamba	jump (verb only)	tomb+i
15137	Nanga	jump (verb only)	tomb+o
15138	Penange	jump (verb only)	tomb+e
15139	PergeTegu	jump (verb only)	pet+e
15140	TebulUre	jump (verb only)	tomb+o
15141	Tiranige	jump (verb only)	tomb+o
15142	TogoKan	jump (verb only)	kire+e
15143	TommoSoTongoTongo	jump (verb only)	tomb+o
15144	ToroTegu	jump (verb only)	tor+o
15145	YandaDom	jump (verb only)	tom+ɔ
15146	YornoSo	jump (verb only)	tom+ɔ
#
13811	BenTey	keep (sth) (e.g. during the absence of its owner)	dɛy+i
13812	JamsayDouentza	keep (sth) (e.g. during the absence of its owner)	deen+e
13813	Mombo	keep (sth) (e.g. during the absence of its owner)	dind+y+e+e
13814	BonduSoNajamba	keep (sth) (e.g. during the absence of its owner)	kumb+iy+e
13815	Nanga	keep (sth) (e.g. during the absence of its owner)	dɛr+i+jim+ɛ
13816	PergeTegu	keep (sth) (e.g. during the absence of its owner)	jiy+e
13817	TogoKan	keep (sth) (e.g. during the absence of its owner)	aan+a
13818	TommoSoTongoTongo	keep (sth) (e.g. during the absence of its owner)	gaw+i+yɛ
13819	ToroTegu	keep (sth) (e.g. during the absence of its owner)	del+e
13820	YandaDom	keep (sth) (e.g. during the absence of its owner)	gɛl+i+yɛ
13821	YornoSo	keep (sth) (e.g. during the absence of its owner)	gɛlɛ+ɛ
#
7667	BankanTey	key (for traditional lock)	taaⁿyii
7668	BenTey	key (for traditional lock)	taaⁿyii
7669	Bunoge	key (for traditional lock)	taabe
7670	DogulDomKundialang	key (for traditional lock)	kay+gee+g
7671	DonnoSo	key (for traditional lock)	taŋii
7672	JamsayGourou	key (for traditional lock)	kɛwⁿii+ⁿ
7673	JamsayDouentza	key (for traditional lock)	cɛwⁿii+ⁿ
7674	Mombo	key (for traditional lock)	boy
7675	BonduSoNajamba	key (for traditional lock)	ta+nda+mɛɛ
7676	Nanga	key (for traditional lock)	dogi+rinja
7677	Penange	key (for traditional lock)	bowⁿ+wee
7678	PergeTegu	key (for traditional lock)	kɛwii+ⁿ
7679	TebulUre	key (for traditional lock)	kan+jiyɛ
7680	Tiranige	key (for traditional lock)	bowⁿ+be
7681	TogoKan	key (for traditional lock)	kɛwi+ⁿ
7682	TommoSoTongoTongo	key (for traditional lock)	taaii
7683	ToroTegu	key (for traditional lock)	sɔgui+rⁿu
7684	YandaDom	key (for traditional lock)	saɲi+ye
7685	YandaDom	key (for traditional lock)	saɲ+ɲe
7686	YornoSo	key (for traditional lock)	taay+ⁿ
#
14226	BankanTey	kick (sth, sb)	tamb+i
14227	BenTey	kick (sth, sb)	tamb+a
14228	Bunoge	kick (sth, sb)	tamb+e
14229	DogulDomBendiely	kick (sth, sb)	tamb+ɛ
14230	DonnoSo	kick (sth, sb)	tamb+a
14231	JamsayDouentza	kick (sth, sb)	tam+a
14232	JamsayMondoro	kick (sth, sb)	tam+a
14233	Mombo	kick (sth, sb)	tamb+e
14234	BonduSoNajamba	kick (sth, sb)	bir+ɛ
14235	Nanga	kick (sth, sb)	tamb+i
14236	Penange	kick (sth, sb)	tamb+e
14237	PergeTegu	kick (sth, sb)	tamb+a
14238	Tiranige	kick (sth, sb)	pal+o
14239	TogoKan	kick (sth, sb)	tam+a
14240	TommoSoTongoTongo	kick (sth, sb)	tamb+a
14241	ToroTegu	kick (sth, sb)	tawⁿatam+a
14242	YandaDom	kick (sth, sb)	tamb+al+i
14243	YornoSo	kick (sth, sb)	tam+a
#
1596	BankanTey	kidney	narⁿa+y+ⁿ
1597	BenTey	kidney	narⁿi+yii
1598	Bunoge	kidney	kiba
1599	DogulDomBendiely	kidney	nalo
1600	DogulDomKundialang	kidney	naloo
1601	DonnoSo	kidney	lalii
1602	JamsayDouentza	kidney	narⁿii
1603	Mombo	kidney	kibɛ+y
1604	BonduSoNajamba	kidney	bɔɔjɛ+ŋgo
1605	Nanga	kidney	narⁿin+ja
1606	Penange	kidney	kiba
1607	PergeTegu	kidney	narⁿii
1608	TebulUre	kidney	lali+yɛ
1609	Tiranige	kidney	dege+we
1610	TogoKan	kidney	gari+ⁿ
1611	TommoSoTongoTongo	kidney	nali
1612	TomoKanDiangassagou	kidney	jiiⁿʔii+ⁿ
1613	TomoKanSegue	kidney	juⁿʔii+ⁿ
1614	ToroTegu	kidney	lara+mku+m
1615	YandaDom	kidney	lali+ye
1616	YornoSo	kidney	narⁿiy+ⁿ
#
896	Ampari	kill	giy+ɛ
897	BankanTey	kill	j+ɛ
898	BenTey	kill	jiy+ɛ
899	Bunoge	kill	gɛɛw+ɛ
900	DogulDomBendiely	kill	gɛw+ɛ
901	DogulDomBendiely	kill	sɛm+ɛ
902	DogulDomKundialang	kill	gɛw+ɛ
903	DonnoSo	kill	da+a
904	JamsayGourou	kill	wɔ+ɔ
905	JamsayDouentza	kill	wɔ+ɔ
906	JamsayMondoro	kill	wɔ+ɔ
907	Mombo	kill	gyɛ+ɛ
908	BonduSoNajamba	kill	jiy+ɛ
909	BonduSoNajamba	kill	giy+ɛ
910	Nanga	kill	jiy+ɛ
911	Nanga	kill	giy+ɛ
912	Penange	kill	giy+ɛ
913	PergeTegu	kill	wɔ+ɔ
914	TebulUre	kill	j+ɛ
915	Tiranige	kill	jɛy+ɔ
916	TogoKan	kill	darⁿ+a
917	TommoSoTongoTongo	kill	da+a
918	TomoKanDiangassagou	kill	dɛl+ɛ
919	TomoKanSegue	kill	dɛl+ɛ
920	ToroTegu	kill	wɔ+ɔ
921	YandaDom	kill	j+ɛ
922	YornoSo	kill	da+a
#
9077	BankanTey	kinsman, relative	nu+m
9078	BankanTey	kinsman, relative	nugu+nu+m
9079	BankanTey	kinsman, relative	saara+m
9080	BenTey	kinsman, relative	tɔw
9081	DonnoSo	kinsman, relative	mana+ŋ
9082	DonnoSo	kinsman, relative	bɔɔ
9083	JamsayDouentza	kinsman, relative	mɛrⁿɛ
9084	JamsayDouentza	kinsman, relative	tɔ+gu
9085	Mombo	kinsman, relative	nda
9086	BonduSoNajamba	kinsman, relative	saaraa
9087	Nanga	kinsman, relative	tɔ+gu
9088	PergeTegu	kinsman, relative	tɔ+gu
9089	TebulUre	kinsman, relative	baiyɛ
9090	TogoKan	kinsman, relative	marⁿa
9091	TommoSoTongoTongo	kinsman, relative	tɔ+gu
9092	YandaDom	kinsman, relative	tɔ+gu
9093	YornoSo	kinsman, relative	tɔ+gu
#
13879	BankanTey	knead (dough for millet cakes, with a flat kneading stick)	woos+o
13880	BenTey	knead (dough for millet cakes, with a flat kneading stick)	jeŋg+e
13881	Bunoge	knead (dough for millet cakes, with a flat kneading stick)	nar+i+ye
13882	DonnoSo	knead (dough for millet cakes, with a flat kneading stick)	wag+a+da
13883	DonnoSo	knead (dough for millet cakes, with a flat kneading stick)	wag+a+dam+ɔ
13884	JamsayGourou	knead (dough for millet cakes, with a flat kneading stick)	zeŋ+e
13885	JamsayDouentza	knead (dough for millet cakes, with a flat kneading stick)	jeŋ+e
13886	JamsayMondoro	knead (dough for millet cakes, with a flat kneading stick)	jeŋ+e
13887	Mombo	knead (dough for millet cakes, with a flat kneading stick)	naj+ye+e
13888	BonduSoNajamba	knead (dough for millet cakes, with a flat kneading stick)	gug+u+le
13889	Nanga	knead (dough for millet cakes, with a flat kneading stick)	wog+u+so
13890	Penange	knead (dough for millet cakes, with a flat kneading stick)	nar+ge
13891	PergeTegu	knead (dough for millet cakes, with a flat kneading stick)	jeŋg+e
13892	Tiranige	knead (dough for millet cakes, with a flat kneading stick)	nar+i+yo
13893	TogoKan	knead (dough for millet cakes, with a flat kneading stick)	gaaɲ+i
13894	TommoSoTongoTongo	knead (dough for millet cakes, with a flat kneading stick)	waad+a
13895	ToroTegu	knead (dough for millet cakes, with a flat kneading stick)	wag+u+sa
13896	YandaDom	knead (dough for millet cakes, with a flat kneading stick)	zeŋ+e
13897	YornoSo	knead (dough for millet cakes, with a flat kneading stick)	jiŋ+ɛ
#
1705	Ampari	knee	kuju
1706	BankanTey	knee	kizi
1707	BenTey	knee	si+ŋgii
1708	BenTey	knee	sin+jii
1709	Bunoge	knee	kun+ju+ga
1710	DogulDomBendiely	knee	ku+ɲju
1711	DogulDomKundialang	knee	kun+juŋ
1712	DonnoSo	knee	yoŋu+nu
1713	JamsayGourou	knee	neŋe
1714	JamsayDouentza	knee	nɛŋɛ
1715	JamsayDouentza	knee	nɛŋɛ+bere
1716	JamsayMondoro	knee	nɛŋɛ
1717	Mombo	knee	kun+ju+ga
1718	BonduSoNajamba	knee	naaki+nji+ŋge
1719	Nanga	knee	kun+joku+njo
1720	Penange	knee	kun+ju+ga
1721	PergeTegu	knee	ni+ŋge
1722	TebulUre	knee	ku+ndu
1723	Tiranige	knee	kun+ju+gɔ
1724	TogoKan	knee	neŋe+reku+ⁿ
1725	TommoSoTongoTongo	knee	anuyo+ŋolo
1726	TomoKanDiangassagou	knee	ɲu+ŋgo+lo+ku+ⁿ
1727	TomoKanSegue	knee	ɲu+ŋgo+lo
1728	ToroTegu	knee	niŋo
1729	YandaDom	knee	kun+zu
1730	YornoSo	knee	yuŋo+lo
#
14695	BankanTey	knife	poo
14696	BenTey	knife	poo
14697	Bunoge	knife	doli
14698	DogulDomBendiely	knife	polo+go
14699	DogulDomKundialang	knife	pol+go
14700	DonnoSo	knife	polu
14701	JamsayGourou	knife	siru
14702	JamsayDouentza	knife	siru
14703	JamsayMondoro	knife	siru
14704	Mombo	knife	tala
14705	BonduSoNajamba	knife	pole
14706	Nanga	knife	pori
14707	Penange	knife	tala
14708	PergeTegu	knife	siru
14709	TebulUre	knife	pol+go
14710	Tiranige	knife	tana
14711	TogoKan	knife	siinɛ
14712	TommoSoTongoTongo	knife	polu
14713	ToroTegu	knife	peru
14714	YandaDom	knife	pol
14715	YornoSo	knife	pol
#
13617	BankanTey	knot	mɔɔy+ⁿ
13618	BenTey	knot	mumu+yⁿii
13619	BenTey	knot	muwⁿii
13620	BenTey	knot	su+ŋgu+ku+ku+ju+ŋgu+lu+m
13621	Bunoge	knot	ku+ŋgu
13622	DonnoSo	knot	muŋu
13623	JamsayGourou	knot	muŋu
13624	JamsayDouentza	knot	muŋ
13625	JamsayMondoro	knot	muŋ
13626	Mombo	knot	du+gɛ
13627	BonduSoNajamba	knot	kin+jaa
13628	Nanga	knot	mɔɔ
13629	Penange	knot	du+gɔ
13630	PergeTegu	knot	muy+ⁿ
13631	TogoKan	knot	muŋu
13632	TommoSoTongoTongo	knot	diŋu
13633	ToroTegu	knot	di+gu
13634	YandaDom	knot	diŋ
13635	YornoSo	knot	di+gu
13636	YornoSo	knot	muy+ⁿ
#
12556	BankanTey	know (a fact) (regular verb)	zuw+a
12557	BenTey	know (a fact) (regular verb)	juw+ɔ
12558	DogulDomBendiely	know (a fact) (regular verb)	tig+a
12559	DogulDomBendiely	know (a fact) (regular verb)	tig+i+yɛ
12560	JamsayDouentza	know (a fact) (regular verb)	jug+ɔ
12561	JamsayMondoro	know (a fact) (regular verb)	jug+ɔ
12562	Mombo	know (a fact) (regular verb)	iɲamb+o
12563	Nanga	know (a fact) (regular verb)	jug+ɔ
12564	Penange	know (a fact) (regular verb)	yar+e
12565	PergeTegu	know (a fact) (regular verb)	jug+ɔ
12566	TebulUre	know (a fact) (regular verb)	zug+ɔ
12567	YandaDom	know (a fact) (regular verb)	zuw+ɔ
12568	YornoSo	know (a fact) (regular verb)	jug+ɔ
#
12569	Ampari	know (a fact, defective verb)	ɛ+yⁿ
12570	Bunoge	know (a fact, defective verb)	ʔɛyⁿ
12571	DogulDomKundialang	know (a fact, defective verb)	tig+a
12572	DonnoSo	know (a fact, defective verb)	iguw+ɔ
12573	BonduSoNajamba	know (a fact, defective verb)	tig+a
12574	Penange	know (a fact, defective verb)	ɛɲɔb+o
12575	Penange	know (a fact, defective verb)	ɲɛyⁿ
12576	Tiranige	know (a fact, defective verb)	yey
12577	TogoKan	know (a fact, defective verb)	ii+ⁿwɔ
12578	TommoSoTongoTongo	know (a fact, defective verb)	igg+o+wɔ
12579	ToroTegu	know (a fact, defective verb)	u+ku
12580	YornoSo	know (a fact, defective verb)	igɔ+ɔ
#
232	BenTey	lamb	pɛrɛ+yi+m
233	DonnoSo	lamb	peduii
234	JamsayDouentza	lamb	peejii+ⁿ
235	Mombo	lamb	anna+wee
236	BonduSoNajamba	lamb	pɛgɛe+ndee
237	Nanga	lamb	pɛr+gɛyii
238	TebulUre	lamb	ped+deɛdɛ
239	TogoKan	lamb	pejii+ⁿ
240	TommoSoTongoTongo	lamb	peduii
241	ToroTegu	lamb	bɛlui+rⁿii
242	YandaDom	lamb	pɛy+ye
243	YornoSo	lamb	pejuii
#
10892	BenTey	language, dialect	tey
10893	Bunoge	language, dialect	ta+gu
10894	DogulDomBendiely	language, dialect	doo+m
10895	DogulDomKundialang	language, dialect	do+m
10896	DonnoSo	language, dialect	sɔɔ
10897	JamsayDouentza	language, dialect	tegu+tɔ+gu
10898	JamsayDouentza	language, dialect	te+gu
10899	Nanga	language, dialect	da+ma
10900	Penange	language, dialect	diga+m
10901	TebulUre	language, dialect	oru+go
10902	Tiranige	language, dialect	toni
10903	TogoKan	language, dialect	ka+ⁿ
10904	TommoSoTongoTongo	language, dialect	sɔɔ
10905	ToroTegu	language, dialect	te+gu
#
11919	BankanTey	last, final (in a series)	dumoyⁿ
11920	BenTey	last, final (in a series)	dumdɔɔ+m
11921	BenTey	last, final (in a series)	dumdɔɔ
11922	DogulDomBendiely	last, final (in a series)	sakte
11923	DogulDomKundialang	last, final (in a series)	saktɛ
11924	DonnoSo	last, final (in a series)	dogondo
11925	JamsayDouentza	last, final (in a series)	dumno
11926	JamsayDouentza	last, final (in a series)	duwⁿo
11927	JamsayMondoro	last, final (in a series)	duwⁿo
11928	BonduSoNajamba	last, final (in a series)	bandi+gii
11929	Nanga	last, final (in a series)	duma
11930	Penange	last, final (in a series)	diirɔ
11931	PergeTegu	last, final (in a series)	dumdɔ
11932	Tiranige	last, final (in a series)	kuguriyaŋge
11933	Tiranige	last, final (in a series)	kuguriyaŋge
11934	TogoKan	last, final (in a series)	dunɔ
11935	TommoSoTongoTongo	last, final (in a series)	dumɔndɔ
11936	TommoSoTongoTongo	last, final (in a series)	dumɔ
11937	ToroTegu	last, final (in a series)	dum+lɛ
11938	YandaDom	last, final (in a series)	ida
11939	YornoSo	last, final (in a series)	dɔɔⁿ
#
8014	BankanTey	later, afterward	dumoyⁿ#wo
8015	BenTey	later, afterward	tulu#wo
8016	DogulDomKundialang	later, afterward	kɔn#nɛnaa
8017	DonnoSo	later, afterward	pinn+aa+ni
8018	JamsayDouentza	later, afterward	gunn
8019	Mombo	later, afterward	tunduduⁿ
8020	BonduSoNajamba	later, afterward	bandi#ma
8021	Nanga	later, afterward	tundu#go
8022	Penange	later, afterward	tundu#ŋ
8023	PergeTegu	later, afterward	tululu
8024	TebulUre	later, afterward	dumo
8025	Tiranige	later, afterward	konde
8026	TogoKan	later, afterward	lɔnirⁿi
8027	TommoSoTongoTongo	later, afterward	pinniye
8028	ToroTegu	later, afterward	pɛra#ma
8029	YandaDom	later, afterward	ida#ga
8030	YornoSo	later, afterward	dɔɔⁿ
#
2871	BankanTey	laugh, give out a laugh	man+u+man+i
2872	BenTey	laugh, give out a laugh	man+u+man+i
2873	Bunoge	laugh, give out a laugh	mand+um+and+e
2874	DogulDomKundialang	laugh, give out a laugh	mand+e
2875	DonnoSo	laugh, give out a laugh	moy+moond+o
2876	JamsayGourou	laugh, give out a laugh	mɔwⁿmɔwⁿ+ɔ
2877	JamsayDouentza	laugh, give out a laugh	mɔwⁿmɔwⁿ+ɔ
2878	JamsayMondoro	laugh, give out a laugh	mɔwⁿmɔwⁿ+ɔ
2879	BonduSoNajamba	laugh, give out a laugh	mand+ud+uman+di
2880	Nanga	laugh, give out a laugh	mɔnd+im+and+i
2881	Penange	laugh, give out a laugh	mand+im+and+e
2882	PergeTegu	laugh, give out a laugh	mɔɔ+ⁿmɔɔ+ⁿ
2883	TebulUre	laugh, give out a laugh	mond+ug+oman+di
2884	Tiranige	laugh, give out a laugh	mand+o
2885	TogoKan	laugh, give out a laugh	mɔmɔ+ɔ
2886	TommoSoTongoTongo	laugh, give out a laugh	mom+u+mom+o
2887	TomoKanDiangassagou	laugh, give out a laugh	mowⁿmom+e
2888	TomoKanSegue	laugh, give out a laugh	mɔⁿmɔm+ɛ
2889	YandaDom	laugh, give out a laugh	mand+um+and+u
2890	YornoSo	laugh, give out a laugh	mɔyⁿmɔ+ɔ
#
10192	BankanTey	law, being lawful or in the right	sari+ya
10193	BenTey	law, being lawful or in the right	sari+ya
10194	JamsayGourou	law, being lawful or in the right	sari+ya
10195	Mombo	law, being lawful or in the right	hake
10196	Nanga	law, being lawful or in the right	te+gi
10197	TommoSoTongoTongo	law, being lawful or in the right	duru+wa
10198	ToroTegu	law, being lawful or in the right	osu
10199	YornoSo	law, being lawful or in the right	oju
#
3437	Ampari	leaf (of plant)	kowa
3438	BankanTey	leaf (of plant)	jɛ+ndɛɛ
3439	BankanTey	leaf (of plant)	gɛ+ndɛɛ
3440	BenTey	leaf (of plant)	jɛlɛɛ
3441	BenTey	leaf (of plant)	jɛlɛ+y
3442	BenTey	leaf (of plant)	jijɛ+lɛɛ
3443	BenTey	leaf (of plant)	jijɛ+lɛy
3444	Bunoge	leaf (of plant)	koba
3445	DogulDomBendiely	leaf (of plant)	ko+mbo
3446	DogulDomBendiely	leaf (of plant)	kil
3447	DogulDomKundialang	leaf (of plant)	kil
3448	DonnoSo	leaf (of plant)	nuŋɔ
3449	JamsayGourou	leaf (of plant)	kurɔ
3450	JamsayDouentza	leaf (of plant)	kurɔ
3451	Mombo	leaf (of plant)	kubɛ
3452	BonduSoNajamba	leaf (of plant)	ko+mba+ŋgo
3453	Nanga	leaf (of plant)	uwa
3454	Penange	leaf (of plant)	kɔbɛ
3455	PergeTegu	leaf (of plant)	kurɔ
3456	TebulUre	leaf (of plant)	kula
3457	Tiranige	leaf (of plant)	ko+mba
3458	TogoKan	leaf (of plant)	kurɔ
3459	TommoSoTongoTongo	leaf (of plant)	nuyɔ
3460	TomoKanSegue	leaf (of plant)	kɔw
3461	ToroTegu	leaf (of plant)	kɔtɔ
3462	YandaDom	leaf (of plant)	kula
3463	YornoSo	leaf (of plant)	lɛɛ
#
12595	BankanTey	learn, be trained	da
12596	BenTey	learn, be trained	ba
12597	Bunoge	learn, be trained	wɛl+ɛ
12598	DogulDomBendiely	learn, be trained	wɛɛr+i+yɛ
12599	DonnoSo	learn, be trained	baagɛ+ɛ
12600	JamsayDouentza	learn, be trained	ba+a
12601	Mombo	learn, be trained	nun+u+nd+ɛ
12602	BonduSoNajamba	learn, be trained	bay+e
12603	Nanga	learn, be trained	da+a
12604	Penange	learn, be trained	num+dɛ
12605	PergeTegu	learn, be trained	ba+a
12606	TebulUre	learn, be trained	ɲa+a
12607	Tiranige	learn, be trained	nun+u+nd+ɔ
12608	TogoKan	learn, be trained	ba+a
12609	TommoSoTongoTongo	learn, be trained	de+e
12610	ToroTegu	learn, be trained	lɔw
12611	ToroTegu	learn, be trained	lɔw+ɔ+lɔ+ɔ
12612	YandaDom	learn, be trained	wɛɛd+i+yɛ
12613	YornoSo	learn, be trained	de+e
#
9276	BankanTey	leatherworker (caste, they make leather bags and amulet wallets)	zo+mbu+m
9277	BenTey	leatherworker (caste, they make leather bags and amulet wallets)	jo+mbu+m
9278	Bunoge	leatherworker (caste, they make leather bags and amulet wallets)	ja+mbu
9279	DogulDomKundialang	leatherworker (caste, they make leather bags and amulet wallets)	gɔɔ
9280	DonnoSo	leatherworker (caste, they make leather bags and amulet wallets)	jaŋ
9281	JamsayGourou	leatherworker (caste, they make leather bags and amulet wallets)	goon
9282	JamsayDouentza	leatherworker (caste, they make leather bags and amulet wallets)	ja+m
9283	JamsayDouentza	leatherworker (caste, they make leather bags and amulet wallets)	jami+n
9284	JamsayMondoro	leatherworker (caste, they make leather bags and amulet wallets)	ja+m
9285	Mombo	leatherworker (caste, they make leather bags and amulet wallets)	kaalo
9286	BonduSoNajamba	leatherworker (caste, they make leather bags and amulet wallets)	ja+mbe
9287	Nanga	leatherworker (caste, they make leather bags and amulet wallets)	jo+mbi
9288	Penange	leatherworker (caste, they make leather bags and amulet wallets)	kaalo
9289	PergeTegu	leatherworker (caste, they make leather bags and amulet wallets)	jam+nu
9290	TebulUre	leatherworker (caste, they make leather bags and amulet wallets)	zo+mee
9291	Tiranige	leatherworker (caste, they make leather bags and amulet wallets)	yaw+ⁿ
9292	Tiranige	leatherworker (caste, they make leather bags and amulet wallets)	jaŋ
9293	TogoKan	leatherworker (caste, they make leather bags and amulet wallets)	gɔɔ+ⁿ
9294	TommoSoTongoTongo	leatherworker (caste, they make leather bags and amulet wallets)	jam+na
9295	YandaDom	leatherworker (caste, they make leather bags and amulet wallets)	za+mɛ
9296	YornoSo	leatherworker (caste, they make leather bags and amulet wallets)	ja+m
#
14828	BankanTey	leave, abandon (sb, sth)	duw+a+ti
14829	BenTey	leave, abandon (sb, sth)	duw+ɔ
14830	Bunoge	leave, abandon (sb, sth)	mɛŋ+ɛ
14831	DogulDomBendiely	leave, abandon (sb, sth)	jumb+e
14832	DonnoSo	leave, abandon (sb, sth)	pad+a
14833	JamsayGourou	leave, abandon (sb, sth)	daɣ+a
14834	JamsayDouentza	leave, abandon (sb, sth)	daɣ+a
14835	JamsayMondoro	leave, abandon (sb, sth)	daɣ+a
14836	Mombo	leave, abandon (sb, sth)	dɛɛnd+ɛ
14837	BonduSoNajamba	leave, abandon (sb, sth)	dɔg+ɛ
14838	BonduSoNajamba	leave, abandon (sb, sth)	dɔg+ɛ
14839	Nanga	leave, abandon (sb, sth)	dɔg+ɔ
14840	Penange	leave, abandon (sb, sth)	dɛɛnd+ɛ
14841	PergeTegu	leave, abandon (sb, sth)	tiw+ɛ
14842	TebulUre	leave, abandon (sb, sth)	dog+ɔ
14843	Tiranige	leave, abandon (sb, sth)	diy+ɔ
14844	TogoKan	leave, abandon (sb, sth)	dag+a
14845	TommoSoTongoTongo	leave, abandon (sb, sth)	pad+a
14846	ToroTegu	leave, abandon (sb, sth)	pas+a
14847	YandaDom	leave, abandon (sb, sth)	dɔg+ɔ
14848	YandaDom	leave, abandon (sb, sth)	bez+e
14849	YornoSo	leave, abandon (sb, sth)	dag+a
#
7081	BankanTey	left (hand, etc.)	banda+y
7082	BenTey	left (hand, etc.)	bana+yⁿ
7083	DogulDomBendiely	left (hand, etc.)	nandaŋ
7084	DogulDomKundialang	left (hand, etc.)	naagnandaŋ+
7085	DonnoSo	left (hand, etc.)	naand+a
7086	JamsayGourou	left (hand, etc.)	ban+a
7087	JamsayDouentza	left (hand, etc.)	ban+a
7088	Mombo	left (hand, etc.)	naag+a
7089	BonduSoNajamba	left (hand, etc.)	nanda+a
7090	Nanga	left (hand, etc.)	bariy+ɛ
7091	Penange	left (hand, etc.)	nwaag+a
7092	PergeTegu	left (hand, etc.)	bal+a
7093	TebulUre	left (hand, etc.)	band+a
