# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA
4823	YandaDom	(meal) be cooked, be done	ʔəl+ɛ
4824	YornoSo	(meal) be cooked, be done	il+ɛ
#
14577	BankanTey	(modern) bed	lii
14578	BenTey	(modern) bed	lii
14579	DonnoSo	(modern) bed	lii
14580	JamsayDouentza	(modern) bed	lii
14581	Mombo	(modern) bed	dulu
14582	BonduSoNajamba	(modern) bed	dila+n
14583	Nanga	(modern) bed	lii
14584	PergeTegu	(modern) bed	teelu
14585	Tiranige	(modern) bed	lii
14586	TogoKan	(modern) bed	lii
14587	TommoSoTongoTongo	(modern) bed	lii
14588	YandaDom	(modern) bed	biye
14589	YornoSo	(modern) bed	lii
#
10069	JamsayDouentza	(modern) weaponry, armaments	lar+vel
10070	Mombo	(modern) weaponry, armaments	kɔ+mbɔ+go+le+ge
10071	TogoKan	(modern) weaponry, armaments	kɔmɔ+gɛrⁿii
10072	TommoSoTongoTongo	(modern) weaponry, armaments	mal+fakɔ+mbɔ+tay
10073	YornoSo	(modern) weaponry, armaments	kɔmɔ+gɛn
#
16435	BankanTey	(objects) in rows (adverb)	pɔr+rɔy+pɔr+rɔy
16436	Mombo	(objects) in rows (adverb)	yɛg+ɛ+gɛg+ɛ
16437	TommoSoTongoTongo	(objects) in rows (adverb)	dimb+um+ɛdim+bum+ɛ
16438	YornoSo	(objects) in rows (adverb)	sɔr+ɔ+dɔd+ɔ
#
10051	BankanTey	(rifle) fire, discharge, go off	ta
10052	BenTey	(rifle) fire, discharge, go off	inj+i+ri
10053	DogulDomKundialang	(rifle) fire, discharge, go off	tay+ye
10054	DonnoSo	(rifle) fire, discharge, go off	tay+yɛ+ɛ
10055	JamsayDouentza	(rifle) fire, discharge, go off	uourⁿ+o
10056	Mombo	(rifle) fire, discharge, go off	loond+eg+we+e
10057	Mombo	(rifle) fire, discharge, go off	tay+e
10058	BonduSoNajamba	(rifle) fire, discharge, go off	bɛl+i+yɛ
10059	Nanga	(rifle) fire, discharge, go off	taŋ+i
10060	Nanga	(rifle) fire, discharge, go off	iriy+i
10061	PergeTegu	(rifle) fire, discharge, go off	taŋg+a
10062	TebulUre	(rifle) fire, discharge, go off	pe+e
10063	TogoKan	(rifle) fire, discharge, go off	sal+a
10064	TogoKan	(rifle) fire, discharge, go off	kɔɔ+ⁿ
10065	TommoSoTongoTongo	(rifle) fire, discharge, go off	uŋg+u+lo
10066	ToroTegu	(rifle) fire, discharge, go off	ɛr+a
10067	YandaDom	(rifle) fire, discharge, go off	toŋ+ɔ
10068	YornoSo	(rifle) fire, discharge, go off	taŋ+a
#
8895	BankanTey	(sb's) child (son or daughter)	yi+m
8896	BenTey	(sb's) child (son or daughter)	yi+m
8897	DogulDomBendiely	(sb's) child (son or daughter)	e+gu
8898	DonnoSo	(sb's) child (son or daughter)	ii
8899	JamsayDouentza	(sb's) child (son or daughter)	in
8900	JamsayMondoro	(sb's) child (son or daughter)	in
8901	Mombo	(sb's) child (son or daughter)	wee
8902	BonduSoNajamba	(sb's) child (son or daughter)	e+nde
8903	Nanga	(sb's) child (son or daughter)	yii
8904	Penange	(sb's) child (son or daughter)	wee
8905	PergeTegu	(sb's) child (son or daughter)	ii+ⁿ
8906	TommoSoTongoTongo	(sb's) child (son or daughter)	ii
8907	ToroTegu	(sb's) child (son or daughter)	irⁿu
8908	YandaDom	(sb's) child (son or daughter)	ene
#
12105	BankanTey	(sb's) portion, share	cer+i+ye+e
12106	BenTey	(sb's) portion, share	cer+i+ye+e
12107	Bunoge	(sb's) portion, share	gamb+ag+u
12108	DonnoSo	(sb's) portion, share	kul+ɔ
12109	JamsayGourou	(sb's) portion, share	ku+ru
12110	JamsayDouentza	(sb's) portion, share	ku+ru
12111	Mombo	(sb's) portion, share	ku+lu
12112	BonduSoNajamba	(sb's) portion, share	bam
12113	Nanga	(sb's) portion, share	kur+i
12114	Penange	(sb's) portion, share	pɔ+ɔ
12115	PergeTegu	(sb's) portion, share	ku+ru
12116	Tiranige	(sb's) portion, share	ba+mu
12117	TogoKan	(sb's) portion, share	kur+ɔ
12118	TommoSoTongoTongo	(sb's) portion, share	gomb+ul+u
12119	ToroTegu	(sb's) portion, share	hɔl+ɛ
12120	YandaDom	(sb's) portion, share	kul
12121	YornoSo	(sb's) portion, share	kul
#
12956	BenTey	(sb) be amazed, surprised	hayn+ɛ
12957	JamsayDouentza	(sb) be amazed, surprised	hayndin+e
12958	Mombo	(sb) be amazed, surprised	haundekan+i
12959	BonduSoNajamba	(sb) be amazed, surprised	hayn+ɛ
#
11217	BankanTey	(sb) be certain (of sth)	tajaralw+o
11218	BenTey	(sb) be certain (of sth)	tajɔr+ɔ
11219	Mombo	(sb) be certain (of sth)	tagyɔrɔkan+i
11220	BonduSoNajamba	(sb) be certain (of sth)	tair+ɛ
11221	Nanga	(sb) be certain (of sth)	tagir+i
11222	PergeTegu	(sb) be certain (of sth)	tajar+a
11223	TogoKan	(sb) be certain (of sth)	hɔɔl+i
#
11940	BankanTey	(sb) be last, lag behind, be in the rear	tundu#wo#gaa
11941	JamsayDouentza	(sb) be last, lag behind, be in the rear	duwⁿo
11942	Mombo	(sb) be last, lag behind, be in the rear	digirɛ
11943	BonduSoNajamba	(sb) be last, lag behind, be in the rear	bandi#giy
11944	PergeTegu	(sb) be last, lag behind, be in the rear	dumdɔ#wɔ
11945	PergeTegu	(sb) be last, lag behind, be in the rear	tululu#wɔ
11946	TommoSoTongoTongo	(sb) be last, lag behind, be in the rear	jaasa
11947	TommoSoTongoTongo	(sb) be last, lag behind, be in the rear	dumɔ#nɛ#wɔ
11948	ToroTegu	(sb) be last, lag behind, be in the rear	pɛra#taŋu
11949	YandaDom	(sb) be last, lag behind, be in the rear	dɔdɔ
11950	YornoSo	(sb) be last, lag behind, be in the rear	onɔ
#
8154	Mombo	(sb) be late, do belatedly	ɲɔm+ɛ
8155	BonduSoNajamba	(sb) be late, do belatedly	pej+a+nd+i
8156	TogoKan	(sb) be late, do belatedly	dog+o+wɛ+ɛ
8157	TommoSoTongoTongo	(sb) be late, do belatedly	dɔr+ɔ
8158	TommoSoTongoTongo	(sb) be late, do belatedly	dum+ɔ+dum+ɔ
8159	YornoSo	(sb) be late, do belatedly	tawⁿ+a
#
12903	BenTey	(sb) be proud, vain	kukudiyⁿawⁿka+yⁿ
12904	JamsayDouentza	(sb) be proud, vain	kukuⁿireir+e
12905	TogoKan	(sb) be proud, vain	kuⁿdɔwɔdɔw+ɔ
12906	YandaDom	(sb) be proud, vain	kooʔəlaʔəl+ɛ
12907	YornoSo	(sb) be proud, vain	kukuuloul+o
#
11087	BankanTey	(sb) bestow a blessing (on sb)	duw+a+kaŋ
11088	BenTey	(sb) bestow a blessing (on sb)	duw+aa+wk+ayⁿ
11089	Bunoge	(sb) bestow a blessing (on sb)	duw+i+kan+i
11090	DonnoSo	(sb) bestow a blessing (on sb)	duw+aa+wk+und+o
11091	JamsayDouentza	(sb) bestow a blessing (on sb)	duw+aa+wk+uno
11092	Mombo	(sb) bestow a blessing (on sb)	sal+a+gand+ɛ
11093	Mombo	(sb) bestow a blessing (on sb)	sal+a+gak+ani
11094	Mombo	(sb) bestow a blessing (on sb)	duw+o+wnd+ɛ
11095	BonduSoNajamba	(sb) bestow a blessing (on sb)	duw+a+kan
11096	BonduSoNajamba	(sb) bestow a blessing (on sb)	duw+ɛ
11097	Nanga	(sb) bestow a blessing (on sb)	duw+a+karⁿ+i
11098	Penange	(sb) bestow a blessing (on sb)	duw+aa+wk+ani
11099	PergeTegu	(sb) bestow a blessing (on sb)	duw+aa+wk+ulo
11100	TebulUre	(sb) bestow a blessing (on sb)	duw+aa+gut+un
11101	TogoKan	(sb) bestow a blessing (on sb)	duw+aa+guk+un
11102	TommoSoTongoTongo	(sb) bestow a blessing (on sb)	amb+a+boo
11103	ToroTegu	(sb) bestow a blessing (on sb)	duw+a+karⁿ+a
11104	YandaDom	(sb) bestow a blessing (on sb)	duw+aa+wk+und+o
11105	YornoSo	(sb) bestow a blessing (on sb)	duw+aa+kun+ɔ
#
12909	BenTey	(sb) envy (sb nearby who is eating foods one craves)	mirⁿɛ
12910	JamsayDouentza	(sb) envy (sb nearby who is eating foods one craves)	mirⁿe
12911	TogoKan	(sb) envy (sb nearby who is eating foods one craves)	mirⁿi
12912	YandaDom	(sb) envy (sb nearby who is eating foods one craves)	mirⁿe
12913	YornoSo	(sb) envy (sb nearby who is eating foods one craves)	mɛrⁿɛ
#
10253	BankanTey	(sb) forbid (sth)	gaand+i
10254	BankanTey	(sb) forbid (sth)	haɗak+a+ŋ
10255	BenTey	(sb) forbid (sth)	had+ɛ
10256	JamsayDouentza	(sb) forbid (sth)	had+ɛ
10257	Mombo	(sb) forbid (sth)	dam+a+kan+ami
10258	BonduSoNajamba	(sb) forbid (sth)	gam+dɛ
10259	Nanga	(sb) forbid (sth)	had+ɛ
10260	PergeTegu	(sb) forbid (sth)	ciw+wɛ
10261	PergeTegu	(sb) forbid (sth)	had+ɛ
10262	TebulUre	(sb) forbid (sth)	hat+ɛ
10263	TommoSoTongoTongo	(sb) forbid (sth)	pad+a+mɔ
10264	TommoSoTongoTongo	(sb) forbid (sth)	dam+a+kund+o
10265	YandaDom	(sb) forbid (sth)	ha+du
10266	YandaDom	(sb) forbid (sth)	teŋ+e
10267	YornoSo	(sb) forbid (sth)	had+a
10268	YornoSo	(sb) forbid (sth)	dag+a+mɔ
#
9199	BankanTey	(sb) join with (one or more others)	mɔɔn+i
9200	BenTey	(sb) join with (one or more others)	mɔɔl+i
9201	JamsayDouentza	(sb) join with (one or more others)	mɔrⁿ+ɔ
9202	Mombo	(sb) join with (one or more others)	tɛmb+ɛ
9203	Nanga	(sb) join with (one or more others)	mɔɔnd+i
9204	TommoSoTongoTongo	(sb) join with (one or more others)	tɛmb+ɛ
9205	ToroTegu	(sb) join with (one or more others)	ce+ru
#
10235	BankanTey	(sb) judge (who is right, in a dispute)	zɔ
10236	JamsayDouentza	(sb) judge (who is right, in a dispute)	ɲɛ+mɛ
10237	Mombo	(sb) judge (who is right, in a dispute)	kaawⁿa+puru+ge
10238	BonduSoNajamba	(sb) judge (who is right, in a dispute)	nugu+l
10239	Nanga	(sb) judge (who is right, in a dispute)	tegi+kaw+ri
10240	PergeTegu	(sb) judge (who is right, in a dispute)	tɔyⁿɔ+kaw+ga
10241	TogoKan	(sb) judge (who is right, in a dispute)	kɛjɛ
10242	TommoSoTongoTongo	(sb) judge (who is right, in a dispute)	sali+yɛka+na
10243	TommoSoTongoTongo	(sb) judge (who is right, in a dispute)	nana+goo+ndo
10244	ToroTegu	(sb) judge (who is right, in a dispute)	jɛsu
10245	YornoSo	(sb) judge (who is right, in a dispute)	narⁿa+goonɔ
#
2967	BankanTey	(sb) sweat, perspire	soos+oo+go
2968	BenTey	(sb) sweat, perspire	sus+oo+go
2969	Bunoge	(sb) sweat, perspire	ʔuj+e+rep+uje
2970	JamsayDouentza	(sb) sweat, perspire	oogugo+o
2971	Mombo	(sb) sweat, perspire	ujug+we+e
2972	Nanga	(sb) sweat, perspire	soy+go+o
2973	Penange	(sb) sweat, perspire	bug+a+rip+uje
2974	PergeTegu	(sb) sweat, perspire	sos+o+yg+o+o
2975	TebulUre	(sb) sweat, perspire	sog+o+go
2976	TogoKan	(sb) sweat, perspire	oogut+ɔ+rɔ
2977	TommoSoTongoTongo	(sb) sweat, perspire	soog+oo
2978	TommoSoTongoTongo	(sb) sweat, perspire	soos+oi+riy+e
2979	TomoKanDiangassagou	(sb) sweat, perspire	ʔog+u+tw+ɛlɛ
2980	TomoKanSegue	(sb) sweat, perspire	ʔog+u+tw+ɛlɛ
2981	ToroTegu	(sb) sweat, perspire	dor+o
2982	YandaDom	(sb) sweat, perspire	uzug+o
2983	YornoSo	(sb) sweat, perspire	soogo+o
#
4607	TommoSoTongoTongo	(sb) trap (animal)	dɛb+ɛ+mɔ
4608	YornoSo	(sb) trap (animal)	a+a
4609	YornoSo	(sb) trap (animal)	dɛb+ɛ
#
13914	BankanTey	(sb) tremble, be shaking, shiver	cim+ɛ
13915	BenTey	(sb) tremble, be shaking, shiver	ciwⁿ+ɛ
13916	Bunoge	(sb) tremble, be shaking, shiver	kil+o+mi
13917	DonnoSo	(sb) tremble, be shaking, shiver	kim+e
13918	JamsayDouentza	(sb) tremble, be shaking, shiver	ciwⁿ+e
13919	Mombo	(sb) tremble, be shaking, shiver	sul+ɔ+sul+ɛ
13920	BonduSoNajamba	(sb) tremble, be shaking, shiver	kil+biy+e
13921	Nanga	(sb) tremble, be shaking, shiver	kim+ɛ
13922	Penange	(sb) tremble, be shaking, shiver	sul+ɛ
13923	PergeTegu	(sb) tremble, be shaking, shiver	kiwⁿ+ɛ
13924	Tiranige	(sb) tremble, be shaking, shiver	yɛw+ɔ
13925	Tiranige	(sb) tremble, be shaking, shiver	pel+o
13926	TogoKan	(sb) tremble, be shaking, shiver	kiwⁿ+i
13927	TommoSoTongoTongo	(sb) tremble, be shaking, shiver	kim+ɛ
13928	ToroTegu	(sb) tremble, be shaking, shiver	zig+u+to
13929	ToroTegu	(sb) tremble, be shaking, shiver	j+ɛ
13930	YandaDom	(sb) tremble, be shaking, shiver	kim+e
13931	YandaDom	(sb) tremble, be shaking, shiver	tɛg+i+biy+ɛ
13932	YornoSo	(sb) tremble, be shaking, shiver	sɔɔ+ⁿ
#
2993	BankanTey	(sb, camel) kneel	tuŋg+i+i
2994	BenTey	(sb, camel) kneel	tuŋg+uy+u
2995	Bunoge	(sb, camel) kneel	kun+jug+akoomb+ak+unde
2996	DogulDomBendiely	(sb, camel) kneel	tuŋ+ɛ
2997	DogulDomKundialang	(sb, camel) kneel	tuŋ+yɛ
2998	DonnoSo	(sb, camel) kneel	tut+u+ŋe+e
2999	JamsayGourou	(sb, camel) kneel	tuŋ+o
3000	JamsayDouentza	(sb, camel) kneel	tuŋ+o
3001	JamsayMondoro	(sb, camel) kneel	tew+e
3002	JamsayMondoro	(sb, camel) kneel	ɔww+ɔ
3003	Mombo	(sb, camel) kneel	somb+a
3004	BonduSoNajamba	(sb, camel) kneel	ɲaŋ+i+yɛ
3005	Nanga	(sb, camel) kneel	tuŋ+i+yi
3006	PergeTegu	(sb, camel) kneel	tuŋg+uy+ɔ
3007	TebulUre	(sb, camel) kneel	tun+jiiy+a
3008	Tiranige	(sb, camel) kneel	yaŋ+i+yo
3009	TogoKan	(sb, camel) kneel	tuŋɛ+ɛ
3010	TommoSoTongoTongo	(sb, camel) kneel	tuŋ+i+yɛ
3011	TomoKanDiangassagou	(sb, camel) kneel	ɲuŋg+ol+okuⁿhuⁿtw+ɛ+li
3012	TomoKanSegue	(sb, camel) kneel	ɲuŋg+ol+okuⁿtw+ɛ+li
3013	ToroTegu	(sb, camel) kneel	gur+u+ko
3014	YandaDom	(sb, camel) kneel	tun+jɔ
3015	YornoSo	(sb, camel) kneel	tuŋɛ+ɛ
#
14614	Ampari	(sb, mammal) bite (sb)	dig+ɛ
14615	BankanTey	(sb, mammal) bite (sb)	kuw+o
14616	BenTey	(sb, mammal) bite (sb)	kuw+o
14617	Bunoge	(sb, mammal) bite (sb)	nun+je
14618	DonnoSo	(sb, mammal) bite (sb)	kɛr+ɛ
14619	JamsayGourou	(sb, mammal) bite (sb)	kɛr+ɛ
14620	JamsayDouentza	(sb, mammal) bite (sb)	cɛr+ɛ
14621	JamsayMondoro	(sb, mammal) bite (sb)	cɛr+ɛ
14622	Mombo	(sb, mammal) bite (sb)	nuŋg+ɛ
14623	BonduSoNajamba	(sb, mammal) bite (sb)	kɛr+ɛ
14624	Nanga	(sb, mammal) bite (sb)	kuw+o
14625	Penange	(sb, mammal) bite (sb)	nuŋg+ɛ
14626	PergeTegu	(sb, mammal) bite (sb)	kɛr+ɛ
14627	TebulUre	(sb, mammal) bite (sb)	cɛr+ɛ
14628	Tiranige	(sb, mammal) bite (sb)	cɛr+ɔ
14629	TogoKan	(sb, mammal) bite (sb)	kɛr+ɛ
14630	TommoSoTongoTongo	(sb, mammal) bite (sb)	kɛr+ɛ
14631	ToroTegu	(sb, mammal) bite (sb)	cɛr+a
14632	YandaDom	(sb, mammal) bite (sb)	kɛd+ɛ
14633	YornoSo	(sb, mammal) bite (sb)	kɛr+ɛ
#
13120	BankanTey	(sb, sth) sticking out and hanging out over an edge (of a roof, precipice) (adverb)	si+mbɛ+y
13121	BenTey	(sb, sth) sticking out and hanging out over an edge (of a roof, precipice) (adverb)	si+mbɛ+y
13122	JamsayDouentza	(sb, sth) sticking out and hanging out over an edge (of a roof, precipice) (adverb)	sime+y+ⁿ
13123	BonduSoNajamba	(sb, sth) sticking out and hanging out over an edge (of a roof, precipice) (adverb)	si+mbɛ+y+nɛ
13124	Nanga	(sb, sth) sticking out and hanging out over an edge (of a roof, precipice) (adverb)	si+mbɛ+y
13125	PergeTegu	(sb, sth) sticking out and hanging out over an edge (of a roof, precipice) (adverb)	si+mbɛ+y
13126	TommoSoTongoTongo	(sb, sth) sticking out and hanging out over an edge (of a roof, precipice) (adverb)	jele+neeni
#
16452	BankanTey	(sb, sth) turn around (e.g. to look)	giir+e
16453	BenTey	(sb, sth) turn around (e.g. to look)	jiir+e
16454	Bunoge	(sb, sth) turn around (e.g. to look)	bind+il+e
16455	JamsayGourou	(sb, sth) turn around (e.g. to look)	yɛg+ɛ
16456	JamsayDouentza	(sb, sth) turn around (e.g. to look)	jig+i+re
16457	Nanga	(sb, sth) turn around (e.g. to look)	jig+i+re
16458	Penange	(sb, sth) turn around (e.g. to look)	bind+il+e
16459	PergeTegu	(sb, sth) turn around (e.g. to look)	jig+i+re
16460	TebulUre	(sb, sth) turn around (e.g. to look)	dul+li+i
16461	TommoSoTongoTongo	(sb, sth) turn around (e.g. to look)	gig+i+liy+e
16462	TommoSoTongoTongo	(sb, sth) turn around (e.g. to look)	dul+i+yo
16463	ToroTegu	(sb, sth) turn around (e.g. to look)	bit+u+ko
16464	YandaDom	(sb, sth) turn around (e.g. to look)	cig+i+liy+e
#
14634	BankanTey	(snake) bite (sb)	kuw+o
14635	BenTey	(snake) bite (sb)	kuw+o
14636	DogulDomBendiely	(snake) bite (sb)	kɛr+ɛ
14637	DonnoSo	(snake) bite (sb)	kɛr+ɛ
14638	JamsayGourou	(snake) bite (sb)	kɛr+ɛ
14639	JamsayDouentza	(snake) bite (sb)	cɛr+ɛ
14640	Mombo	(snake) bite (sb)	nuŋg+ɛ
14641	BonduSoNajamba	(snake) bite (sb)	kɛr+ɛ
14642	Nanga	(snake) bite (sb)	kuw+o
14643	PergeTegu	(snake) bite (sb)	kɛr+ɛ
14644	Tiranige	(snake) bite (sb)	cɛr+ɔ
14645	TogoKan	(snake) bite (sb)	kɛr+ɛ
14646	TommoSoTongoTongo	(snake) bite (sb)	kɛr+ɛ
14647	ToroTegu	(snake) bite (sb)	cɛr+a
14648	YandaDom	(snake) bite (sb)	kɛd+ɛ
14649	YornoSo	(snake) bite (sb)	kɛr+ɛ
#
9714	BankanTey	(sorceror) cast (a spell)	kuw+o
9715	BenTey	(sorceror) cast (a spell)	duw+o
9716	Bunoge	(sorceror) cast (a spell)	kon+u+kan+i
9717	DonnoSo	(sorceror) cast (a spell)	dug+e
9718	JamsayDouentza	(sorceror) cast (a spell)	dug+o
9719	Mombo	(sorceror) cast (a spell)	kol+o+mi
9720	BonduSoNajamba	(sorceror) cast (a spell)	dug+e
9721	Nanga	(sorceror) cast (a spell)	kuw+o
9722	Penange	(sorceror) cast (a spell)	kol+o+mi
9723	PergeTegu	(sorceror) cast (a spell)	dug+o
9724	TebulUre	(sorceror) cast (a spell)	dug+o
9725	Tiranige	(sorceror) cast (a spell)	koon+i+goog+omu
9726	TogoKan	(sorceror) cast (a spell)	dug+o
9727	TogoKan	(sorceror) cast (a spell)	daw+a+ra
9728	TommoSoTongoTongo	(sorceror) cast (a spell)	tuy+o
9729	ToroTegu	(sorceror) cast (a spell)	dug+o
9730	YandaDom	(sorceror) cast (a spell)	dug+o
9731	YornoSo	(sorceror) cast (a spell)	dug+o
9732	YornoSo	(sorceror) cast (a spell)	bir+ɛ
#
13127	BankanTey	(species) become locally extinct, disappear from a zone	mb+a+ra
13128	BenTey	(species) become locally extinct, disappear from a zone	mar+a
13129	DogulDomKundialang	(species) become locally extinct, disappear from a zone	tɛg+ɛ+lɛŋ+mar+e
13130	JamsayDouentza	(species) become locally extinct, disappear from a zone	marⁿ+a
13131	Mombo	(species) become locally extinct, disappear from a zone	kab+e
13132	BonduSoNajamba	(species) become locally extinct, disappear from a zone	dib+e
13133	Nanga	(species) become locally extinct, disappear from a zone	mar+a
13134	PergeTegu	(species) become locally extinct, disappear from a zone	mar+a
13135	TogoKan	(species) become locally extinct, disappear from a zone	mori+i
13136	TommoSoTongoTongo	(species) become locally extinct, disappear from a zone	dimb+e
13137	TommoSoTongoTongo	(species) become locally extinct, disappear from a zone	mand+a
13138	ToroTegu	(species) become locally extinct, disappear from a zone	mar+a
13139	ToroTegu	(species) become locally extinct, disappear from a zone	mb+a+ra
13140	YornoSo	(species) become locally extinct, disappear from a zone	man+a
#
7264	BankanTey	(sth) evolve, change (from what it was before)	til+ɛ
7265	BenTey	(sth) evolve, change (from what it was before)	bil+i+we
7266	Bunoge	(sth) evolve, change (from what it was before)	dil+a+le
7267	DogulDomBendiely	(sth) evolve, change (from what it was before)	bil+i+ye
7268	DogulDomKundialang	(sth) evolve, change (from what it was before)	nel+ye
7269	DonnoSo	(sth) evolve, change (from what it was before)	lele+e
7270	JamsayDouentza	(sth) evolve, change (from what it was before)	bil+i+wɛ
7271	JamsayDouentza	(sth) evolve, change (from what it was before)	jig+i+re
7272	JamsayMondoro	(sth) evolve, change (from what it was before)	bil+i+wɛ
7273	Mombo	(sth) evolve, change (from what it was before)	nel+ye+e
7274	BonduSoNajamba	(sth) evolve, change (from what it was before)	bil+i+yɛ
7275	Nanga	(sth) evolve, change (from what it was before)	dur+o
7276	Penange	(sth) evolve, change (from what it was before)	dil+a+le
7277	Penange	(sth) evolve, change (from what it was before)	dil+ɛ
7278	PergeTegu	(sth) evolve, change (from what it was before)	saŋg+ɛ
7279	TogoKan	(sth) evolve, change (from what it was before)	ler+e
7280	TommoSoTongoTongo	(sth) evolve, change (from what it was before)	dil+i+yɛ
7281	ToroTegu	(sth) evolve, change (from what it was before)	tir+a
7282	YandaDom	(sth) evolve, change (from what it was before)	dil+i+yɛ
7283	YornoSo	(sth) evolve, change (from what it was before)	dilɛ+ɛ
#
14982	BankanTey	(sth) turn, spin, rotate	wuŋg+ur+o
14983	BenTey	(sth) turn, spin, rotate	win+jiw+u
14984	DonnoSo	(sth) turn, spin, rotate	jig+i+le+e
14985	DonnoSo	(sth) turn, spin, rotate	wil+liy
14986	JamsayDouentza	(sth) turn, spin, rotate	bil+i+we
14987	JamsayDouentza	(sth) turn, spin, rotate	bil+i+wɛ
14988	JamsayDouentza	(sth) turn, spin, rotate	gɔŋ+ɔ
14989	Mombo	(sth) turn, spin, rotate	wil+ye+e
14990	BonduSoNajamba	(sth) turn, spin, rotate	gig+i+le
14991	Nanga	(sth) turn, spin, rotate	jig+i+re
14992	Penange	(sth) turn, spin, rotate	wiil+e
14993	PergeTegu	(sth) turn, spin, rotate	jig+i+re
14994	TebulUre	(sth) turn, spin, rotate	jig+i+li+i
14995	Tiranige	(sth) turn, spin, rotate	bin+i+liy+o
14996	TogoKan	(sth) turn, spin, rotate	wil+e+m
14997	TommoSoTongoTongo	(sth) turn, spin, rotate	jig+i+liy+e
14998	ToroTegu	(sth) turn, spin, rotate	piw+ro
14999	YandaDom	(sth) turn, spin, rotate	jig+i+le
15000	YornoSo	(sth) turn, spin, rotate	jig+i+lim+gal+a
#
15001	BankanTey	(sth) vibrate, be shaking	cim+ɛ
15002	BenTey	(sth) vibrate, be shaking	ciwⁿ+ɛ
15003	DonnoSo	(sth) vibrate, be shaking	jig+e
15004	JamsayDouentza	(sth) vibrate, be shaking	jig+i+re
15005	Mombo	(sth) vibrate, be shaking	yig+i+dy+e+e
15006	BonduSoNajamba	(sth) vibrate, be shaking	jub+e
15007	BonduSoNajamba	(sth) vibrate, be shaking	mɛn+ɛ
15008	Nanga	(sth) vibrate, be shaking	kim+ɛ
15009	PergeTegu	(sth) vibrate, be shaking	jig+i+re
15010	Tiranige	(sth) vibrate, be shaking	biⁿgun+u
15011	TogoKan	(sth) vibrate, be shaking	kiwⁿ+i
15012	TommoSoTongoTongo	(sth) vibrate, be shaking	kim+ɛ
15013	ToroTegu	(sth) vibrate, be shaking	zig+u+to
15014	YandaDom	(sth) vibrate, be shaking	jɛr+jɛr+kan
15015	YornoSo	(sth) vibrate, be shaking	sɔɔ+ⁿ
#
6695	BankanTey	(sun) rise	usut+u+mb+o
6696	BenTey	(sun) rise	usut+u+mb+o
6697	Bunoge	(sun) rise	ʔir+o+puj+e
6698	DogulDomBendiely	(sun) rise	tum+me
6699	DogulDomKundialang	(sun) rise	tum+mɛ
6700	DonnoSo	(sun) rise	tum+me
6701	JamsayDouentza	(sun) rise	tɔɣ+ɔ
6702	JamsayDouentza	(sun) rise	tum+o
6703	BonduSoNajamba	(sun) rise	tumb+e
6704	Nanga	(sun) rise	usit+u+mb+o
6705	Penange	(sun) rise	gwe+e
6706	PergeTegu	(sun) rise	tɔg+ɔ
6707	Tiranige	(sun) rise	elug+o
6708	Tiranige	(sun) rise	tu+mu
