ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
6740	PergeTegu	rain (noun)	arⁿa	a rⁿ a	9986	a rⁿ a
6741	TebulUre	rain (noun)	arⁿa	a rⁿ a	9986	a rⁿ a
6742	Tiranige	rain (noun)	aa+mi	aa + m i	9994	aa + m i
6743	TogoKan	rain (noun)	arⁿu	a rⁿ u	9995	a rⁿ u -
6744	TommoSoTongoTongo	rain (noun)	ana	a n a	9986	a n a
6745	ToroTegu	rain (noun)	arⁿa	a rⁿ a	9986	a rⁿ a
6746	YandaDom	rain (noun)	arⁿuŋ	a rⁿ u ŋ	9995	a rⁿ u ŋ
6747	YornoSo	rain (noun)	arⁿa	a rⁿ a	9986	a rⁿ a
6791	BankanTey	rainbow	numu+m	n u m u + m	9996	n u m u + m
6792	BenTey	rainbow	nu+mbu+m	n u + m b u + m	9997	n u - + m b u + m
6793	Bunoge	rainbow	nɔɔ+mbɛ	n ɔɔ + m b ɛ	9997	n ɔɔ - + m b ɛ - -
6794	DogulDomBendiely	rainbow	ɔrɔ+ɲja+nii	ɔ r ɔ + ɲ j a + n ii	10000	ɔ r ɔ + ɲ j a + n ii
6795	DonnoSo	rainbow	anaji+ɲɲe	a n a j i + ɲɲ e	10001	a n a j i + ɲɲ e
6796	DonnoSo	rainbow	nɔm+mɔ	n ɔ m + m ɔ	9997	n ɔ m + m - ɔ - -
6797	JamsayDouentza	rainbow	nɔɔ+mɔ	n ɔɔ + m ɔ	9997	n ɔɔ - + m - ɔ - -
6798	JamsayDouentza	rainbow	nɔ+mɔ	n ɔ + m ɔ	9997	n ɔ - + m - ɔ - -
6799	Mombo	rainbow	kuma+ŋga+ne+mbo	k u m a + ŋ g a + n e + m b o	10003	k u m a + ŋ g a + n e + m b o
6800	BonduSoNajamba	rainbow	nɔ+mbɛ	n ɔ + m b ɛ	9997	n ɔ - + m b ɛ - -
6801	Nanga	rainbow	nɔɔ+mbɔ	n ɔɔ + m b ɔ	9997	n ɔɔ - + m b ɔ - -
6802	Penange	rainbow	ne+mbo	n e + m b o	9997	n e - + m b o - -
6803	PergeTegu	rainbow	nɔɔ+mbɔ	n ɔɔ + m b ɔ	9997	n ɔɔ - + m b ɔ - -
6804	TebulUre	rainbow	nɔ+mbɔ	n ɔ + m b ɔ	9997	n ɔ - + m b ɔ - -
6805	Tiranige	rainbow	a+nta	a + n t a	10008	a + n t a
6806	TogoKan	rainbow	nɔɔmɔ+sije	n ɔɔ m ɔ + s i j e	10009	n ɔɔ m ɔ + s i j e
6807	TommoSoTongoTongo	rainbow	nɔm+mɔ	n ɔ m + m ɔ	9997	n ɔ m + m - ɔ - -
6808	ToroTegu	rainbow	na+ma	n a + m a	10011	n a + m a
6809	YandaDom	rainbow	nɔ+mɔ	n ɔ + m ɔ	9997	n ɔ - + m - ɔ - -
6810	YornoSo	rainbow	nɔ+mɔ	n ɔ + m ɔ	9997	n ɔ - + m - ɔ - -
14121	BenTey	rake (tool)	beru+yaw+rii	b e r u + ya w + r ii	10012	b e r u + ya w + r ii
14122	DogulDomBendiely	rake (tool)	wɔrɔ+wɔrɔ	w ɔ r ɔ + w ɔ r ɔ	10013	w ɔ r ɔ + w ɔ r ɔ
14123	DonnoSo	rake (tool)	wɔrɔ+wɔru	w ɔ r ɔ + w ɔ r u	10013	w ɔ r ɔ + w ɔ r u
14124	JamsayDouentza	rake (tool)	anjaa+ru	a n j aa + r u	10015	a n j aa + r u
14125	Nanga	rake (tool)	beri+jaari	b e r i + j aa r i	10016	b e r i + j aa r i
14126	Nanga	rake (tool)	jaari+jaari	j aa r i + j aa r i	10016	j aa r i + j aa r i
14127	Tiranige	rake (tool)	sɔgɔ+geba+liye	s ɔ g ɔ + g e b a + l iye	10017	s ɔ g ɔ + g e b a + l iye
14128	TogoKan	rake (tool)	jeru	j e r u	10018	j e r u
14129	ToroTegu	rake (tool)	aratoo	a r a t oo	10019	a r a t oo
256	BenTey	ram	pɛrɛa+rⁿa+m	p ɛ r ɛa + rⁿ a + m	10020	p ɛ r ɛa + rⁿ a + m
257	DonnoSo	ram	pedua+na	p e d ua + n a	10020	p e d ua + n a - -
258	JamsayGourou	ram	peezua+gii	p ee z ua + g ii	10024	p ee z ua + g ii
259	JamsayDouentza	ram	peejua+rⁿa	p ee j ua + rⁿ a	10020	p ee j ua + rⁿ a - -
260	Mombo	ram	anna+wala	a nn a + w a l a	10025	a nn a + w a l a
261	BonduSoNajamba	ram	pɛgaa+ne	p ɛ g aa + n e	10021	p ɛ g aa + n e
262	Nanga	ram	pɛr+gɛarⁿa	p ɛ r + g ɛa rⁿ a	10026	p ɛ r + g ɛa rⁿ a
263	TogoKan	ram	pejua+rⁿa	p e j ua + rⁿ a	10020	p e j ua + rⁿ a - -
264	TommoSoTongoTongo	ram	pedua+na	p e d ua + n a	10020	p e d ua + n a - -
265	TomoKanSegue	ram	peji+jeⁿje+ⁿ	p e j i + j eⁿ j e +ⁿ	10029	p e j i + j eⁿ j e +ⁿ
266	ToroTegu	ram	bɛlua+ra	b ɛ l ua + r a	10020	b ɛ l ua + r a - -
267	ToroTegu	ram	bɛlaa+ra	b ɛ l aa + r a	10020	b ɛ l aa + r a - -
268	YornoSo	ram	pejua+rⁿa	p e j ua + rⁿ a	10020	p e j ua + rⁿ a - -
4866	BankanTey	raw, uncooked (meat)	kesum	k e s u m	10030	k e s u m
4867	BenTey	raw, uncooked (meat)	ces+u	c e s + u	10031	c e s + u
4868	BenTey	raw, uncooked (meat)	kes+u	k e s + u	10031	k e s + u
4869	Bunoge	raw, uncooked (meat)	kaj+i	k a j + i	10033	k a j + i
4870	DogulDomKundialang	raw, uncooked (meat)	kolo+o	k o l o + o	10036	k o l o + o
4871	DonnoSo	raw, uncooked (meat)	kool+o	k oo l + o	10036	k oo l - + o
4872	JamsayDouentza	raw, uncooked (meat)	kor+o	k o r + o	10036	k o r - + o
4873	Mombo	raw, uncooked (meat)	kol+o	k o l + o	10036	k o l - + o
4874	BonduSoNajamba	raw, uncooked (meat)	kolo+o	k o l o + o	10036	k o l o + o
4875	Nanga	raw, uncooked (meat)	kees+i	k ee s + i	10031	k ee s + i
4876	Penange	raw, uncooked (meat)	kol+o	k o l + o	10036	k o l - + o
4877	PergeTegu	raw, uncooked (meat)	kor+o	k o r + o	10036	k o r - + o
4878	TebulUre	raw, uncooked (meat)	ko+o	k o + o	10036	k o - - + o
4879	Tiranige	raw, uncooked (meat)	kol+o	k o l + o	10036	k o l - + o
4880	TogoKan	raw, uncooked (meat)	kor+o	k o r + o	10036	k o r - + o
4881	TommoSoTongoTongo	raw, uncooked (meat)	kol+o	k o l + o	10036	k o l - + o
4882	TomoKanSegue	raw, uncooked (meat)	kol+o	k o l + o	10036	k o l - + o
4883	ToroTegu	raw, uncooked (meat)	ɛt+u	ɛ t + u	10046	ɛ t + u
4884	ToroTegu	raw, uncooked (meat)	ɔr+u	ɔ r + u	10050	ɔ r + u
4885	YandaDom	raw, uncooked (meat)	kol+o	k o l + o	10036	k o l - + o
4886	YornoSo	raw, uncooked (meat)	kol+o	k o l + o	10036	k o l - + o
14716	BankanTey	razor	laam+kala	l aa m + k a l a	10051	l aa m - + k a l a
14717	BankanTey	razor	laa+mbe+re	l aa + m b e + r e	10052	l aa + m b e + r e
14718	BenTey	razor	laa+mbe+re	l aa + m b e + r e	10052	l aa + m b e + r e
14719	DogulDomBendiely	razor	laam+kala	l aa m + k a l a	10051	l aa m - + k a l a
14720	DonnoSo	razor	laamu+kala	l aa m u + k a l a	10051	l aa m u + k a l a
14721	JamsayDouentza	razor	ras+waar	r a s + w aa r	10056	r a s + w aa r
14722	Mombo	razor	lam+kara	l a m + k a r a	10051	l a m - + k a r a
14723	BonduSoNajamba	razor	arasɔɔ+r	a r a s ɔɔ + r	10053	a r a s ɔɔ + r -
14724	Nanga	razor	laa+mbe+re	l aa + m b e + r e	10052	l aa + m b e + r e
14725	PergeTegu	razor	laa+mbe+re	l aa + m b e + r e	10052	l aa + m b e + r e
14726	TogoKan	razor	arasɔɔ+ru	a r a s ɔɔ + r u	10053	a r a s ɔɔ + r u
14727	TommoSoTongoTongo	razor	ras+war	r a s + w a r	10061	r a s + w a r
14728	ToroTegu	razor	kuka+ra	k u k a + r a	10062	k u k a + r a
14729	YandaDom	razor	laam+tana	l aa m + t a n a	10063	l aa m + t a n a
14730	YornoSo	razor	laam+kala	l aa m + k a l a	10051	l aa m - + k a l a
14170	BankanTey	read (sth)	jaŋg+ak+aŋ	j a ŋ g + a k + a ŋ	10064	j a ŋ g + a k + a ŋ -
14171	BenTey	read (sth)	jaŋg+ɛ	j a ŋ g + ɛ	10064	j a ŋ g + ɛ - - - - -
14172	Bunoge	read (sth)	jaŋg+ik+ani	j a ŋ g + i k + a n i	10064	j a ŋ g + i k + a n i
14173	DogulDomBendiely	read (sth)	jaŋg+ɛ	j a ŋ g + ɛ	10064	j a ŋ g + ɛ - - - - -
14174	DonnoSo	read (sth)	jaŋg+a	j a ŋ g + a	10064	j a ŋ g + a - - - - -
14175	JamsayDouentza	read (sth)	jaŋg+ɛ	j a ŋ g + ɛ	10064	j a ŋ g + ɛ - - - - -
14176	Mombo	read (sth)	jaŋg+ik+ani	j a ŋ g + i k + a n i	10064	j a ŋ g + i k + a n i
14177	BonduSoNajamba	read (sth)	jaŋg+ɛ	j a ŋ g + ɛ	10064	j a ŋ g + ɛ - - - - -
14178	Nanga	read (sth)	jaŋg+i	j a ŋ g + i	10064	j a ŋ g + i - - - - -
14179	Penange	read (sth)	kal+a+kan+i	k a l + a + k a n + i	10073	k a l + a + k a n + i
14180	PergeTegu	read (sth)	jaŋg+ɛ	j a ŋ g + ɛ	10064	j a ŋ g + ɛ - - - - -
14181	Tiranige	read (sth)	jaŋg+ik+anu	j a ŋ g + i k + a n u	10064	j a ŋ g + i k + a n u
14182	TogoKan	read (sth)	jaŋ+a	j a ŋ + a	10064	j a ŋ - + - - - a - -
14183	TommoSoTongoTongo	read (sth)	jaŋg+a	j a ŋ g + a	10064	j a ŋ g + a - - - - -
14184	ToroTegu	read (sth)	karⁿ+a	k a rⁿ + a	10078	k a rⁿ + a
14185	YandaDom	read (sth)	zaŋ+a+li	z a ŋ + a + l i	10079	z a ŋ + a + l i
14186	YornoSo	read (sth)	jaŋ+a	j a ŋ + a	10064	j a ŋ - + - - - a - -
5596	BankanTey	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga	g a	10080	g a - -
5597	BenTey	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga	g a	10080	g a - -
5598	Bunoge	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛl+ɛ	s ɛ l + ɛ	10083	s ɛ l + ɛ
5599	DogulDomKundialang	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛm+ɛ	s ɛ m + ɛ	10083	s ɛ m + ɛ
5600	DonnoSo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga+a	g a + a	10080	g a + a
5601	JamsayGourou	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wa+a	w a + a	10086	w a + a
5602	JamsayDouentza	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wa+a	w a + a	10086	w a + a
5603	JamsayMondoro	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wa+a	w a + a	10086	w a + a
5604	Mombo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛm+ɛ	s ɛ m + ɛ	10083	s ɛ m + ɛ
5605	BonduSoNajamba	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gay+e	g ay + e	10080	g ay + e
5606	Nanga	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga+a	g a + a	10080	g a + a
5607	Penange	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛm+ɛ	s ɛ m + ɛ	10083	s ɛ m + ɛ
5608	PergeTegu	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga+a	g a + a	10080	g a + a
5609	TebulUre	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga	g a	10080	g a - -
5610	Tiranige	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛm+ɔ	s ɛ m + ɔ	10083	s ɛ m + ɔ
5611	TogoKan	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	kɛj+ɛ	k ɛ j + ɛ	10095	k ɛ j + ɛ
5612	TommoSoTongoTongo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga+a	g a + a	10080	g a + a
5613	TomoKanSegue	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wɛl+ɛ	w ɛ l + ɛ	10097	w ɛ l + ɛ
5614	ToroTegu	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	cɛs+a	c ɛ s + a	10095	c ɛ s + a
5615	YandaDom	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga+a	g a + a	10080	g a + a
5616	YornoSo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	kɛj+ɛ	k ɛ j + ɛ	10095	k ɛ j + ɛ
5617	YornoSo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	ga+a	g a + a	10080	g a + a
5618	BankanTey	reap, cut off (millet grain spikes)	kɛs+ɛ	k ɛ s + ɛ	10099	k ɛ s + ɛ
5619	BenTey	reap, cut off (millet grain spikes)	kɔs+u	k ɔ s + u	10099	k ɔ s + u
5620	DogulDomBendiely	reap, cut off (millet grain spikes)	gɛl+ɛ	g ɛ l + ɛ	10101	g ɛ l + ɛ
5621	JamsayDouentza	reap, cut off (millet grain spikes)	cɛj+ɛ	c ɛ j + ɛ	10099	c ɛ j + ɛ
5622	BonduSoNajamba	reap, cut off (millet grain spikes)	kɛj+ɛ	k ɛ j + ɛ	10099	k ɛ j + ɛ
5623	Nanga	reap, cut off (millet grain spikes)	kɛs+ɛ	k ɛ s + ɛ	10099	k ɛ s + ɛ
5624	TogoKan	reap, cut off (millet grain spikes)	gɛr+ɛ	g ɛ r + ɛ	10101	g ɛ r + ɛ
5625	TommoSoTongoTongo	reap, cut off (millet grain spikes)	kɛd+ɛ	k ɛ d + ɛ	10099	k ɛ d + ɛ
5626	ToroTegu	reap, cut off (millet grain spikes)	kɔs+ɔ	k ɔ s + ɔ	10099	k ɔ s + ɔ
5627	YornoSo	reap, cut off (millet grain spikes)	kɛj+ɛ	k ɛ j + ɛ	10099	k ɛ j + ɛ
10789	BankanTey	receive, accept, take (sth given)	aw	a w	10102	a w - -
10790	BenTey	receive, accept, take (sth given)	a+wu	a + w u	10103	a + w u
10791	Bunoge	receive, accept, take (sth given)	ʔab+e	ʔ a b + e	10105	ʔ a b + e
10792	DogulDomKundialang	receive, accept, take (sth given)	ab+e	a b + e	10105	- a b + e
10793	DonnoSo	receive, accept, take (sth given)	yab+a	ya b + a	10105	- ya b + a
10794	JamsayGourou	receive, accept, take (sth given)	yɔw+ɔ	yɔ w + ɔ	10108	yɔ w + ɔ
10795	JamsayDouentza	receive, accept, take (sth given)	yɔw+ɔ	yɔ w + ɔ	10108	yɔ w + ɔ
10796	JamsayMondoro	receive, accept, take (sth given)	yɔw+ɔ	yɔ w + ɔ	10108	yɔ w + ɔ
10797	Mombo	receive, accept, take (sth given)	ab+e	a b + e	10105	- a b + e
10798	BonduSoNajamba	receive, accept, take (sth given)	ab+e	a b + e	10105	- a b + e
10799	Nanga	receive, accept, take (sth given)	aw+a	a w + a	10105	- a w + a
10800	Penange	receive, accept, take (sth given)	ab+e	a b + e	10105	- a b + e
10801	PergeTegu	receive, accept, take (sth given)	aw+a	a w + a	10105	- a w + a
10802	TebulUre	receive, accept, take (sth given)	bɛɛd+ɛ	b ɛɛ d + ɛ	10115	b ɛɛ d + ɛ
10803	TebulUre	receive, accept, take (sth given)	ab+a	a b + a	10105	- a b + a
10804	Tiranige	receive, accept, take (sth given)	aw+o	a w + o	10102	a w + o
10805	Tiranige	receive, accept, take (sth given)	ab+o	a b + o	10105	- a b + o
10806	TogoKan	receive, accept, take (sth given)	yɔw+ɔ	yɔ w + ɔ	10108	yɔ w + ɔ
10807	TogoKan	receive, accept, take (sth given)	yɔ+ɔ	yɔ + ɔ	10108	yɔ - + ɔ
10808	TommoSoTongoTongo	receive, accept, take (sth given)	yab+a	ya b + a	10105	- ya b + a
10809	ToroTegu	receive, accept, take (sth given)	ba	b a	10119	b a
10810	YandaDom	receive, accept, take (sth given)	ab+e	a b + e	10105	- a b + e
10811	YandaDom	receive, accept, take (sth given)	abiy+ɛ	a b iy + ɛ	10125	a b iy + ɛ
10812	YornoSo	receive, accept, take (sth given)	yab+a	ya b + a	10105	- ya b + a
15959	Ampari	red (including brown and orange)	bɔɔmb+ɛ	b ɔɔ m b + ɛ	10126	b ɔɔ m b + ɛ
15960	BankanTey	red (including brown and orange)	barⁿa+yⁿ	b a rⁿ a + yⁿ	10138	b a rⁿ a - + yⁿ
15961	BenTey	red (including brown and orange)	barⁿawⁿ	b a rⁿ a wⁿ	10138	b a rⁿ a wⁿ - -
15962	Bunoge	red (including brown and orange)	bɔw	b ɔ w	10130	b ɔ w
15963	DogulDomBendiely	red (including brown and orange)	banuŋ	b a n u ŋ	10129	b a n u ŋ - -
15964	DogulDomKundialang	red (including brown and orange)	banuŋ+	b a n u ŋ +	10129	b a n u ŋ + -
15965	DonnoSo	red (including brown and orange)	ban+u	b a n + u	10129	b a - - n + u
15966	JamsayGourou	red (including brown and orange)	ban	b a n	10129	b a - - n - -
15967	JamsayDouentza	red (including brown and orange)	ban	b a n	10129	b a - - n - -
15968	JamsayMondoro	red (including brown and orange)	ban	b a n	10129	b a - - n - -
15969	Mombo	red (including brown and orange)	bun+u	b u n + u	10129	b u - - n + u
15970	BonduSoNajamba	red (including brown and orange)	ban+e	b a n + e	10129	b a - - n + e
15971	Nanga	red (including brown and orange)	barⁿi	b a rⁿ i	10138	b a rⁿ i - - -
15972	Penange	red (including brown and orange)	bɔmb+ɛ	b ɔ m b + ɛ	10126	b ɔ m b + ɛ
15973	PergeTegu	red (including brown and orange)	barⁿu	b a rⁿ u	10138	b a rⁿ u - - -
15974	TebulUre	red (including brown and orange)	barⁿɛ+ɛ	b a rⁿ ɛ + ɛ	10138	b a rⁿ ɛ - + ɛ
15975	TebulUre	red (including brown and orange)	barⁿɛ+ɛ	b a rⁿ ɛ + ɛ	10138	b a rⁿ ɛ - + ɛ
15976	Tiranige	red (including brown and orange)	bun+i	b u n + i	10129	b u - - n + i
15977	TogoKan	red (including brown and orange)	b+aⁿ	b + aⁿ	10143	b + aⁿ
15978	TommoSoTongoTongo	red (including brown and orange)	ban+u	b a n + u	10129	b a - - n + u
15979	ToroTegu	red (including brown and orange)	barⁿu	b a rⁿ u	10138	b a rⁿ u - - -
15980	YandaDom	red (including brown and orange)	ban	b a n	10129	b a - - n - -
15981	YornoSo	red (including brown and orange)	ban	b a n	10129	b a - - n - -
11020	BankanTey	refuse, reject (a proposal or agreement)	sal+a+kaŋ	s a l + a + k a ŋ	10144	s a l + a + k a ŋ
11021	BenTey	refuse, reject (a proposal or agreement)	sal+ɛ	s a l + ɛ	10144	s a l + ɛ - - - -
11022	JamsayDouentza	refuse, reject (a proposal or agreement)	sal+a	s a l + a	10144	s a l + a - - - -
11023	Nanga	refuse, reject (a proposal or agreement)	sal+ɛ	s a l + ɛ	10144	s a l + ɛ - - - -
11024	PergeTegu	refuse, reject (a proposal or agreement)	sal+ɛ	s a l + ɛ	10144	s a l + ɛ - - - -
11025	TommoSoTongoTongo	refuse, reject (a proposal or agreement)	wa	w a	10149	w a
11026	YornoSo	refuse, reject (a proposal or agreement)	sal+a	s a l + a	10144	s a l + a - - - -
12914	BankanTey	regret (verb), be sorry	nim+sit+akaŋ	n i m + s i t + a k a ŋ	10150	n i m + s i t + a k a ŋ - -
12915	BenTey	regret (verb), be sorry	nim+sit+ɛ	n i m + s i t + ɛ	10150	n i m + s i t + ɛ - - - - -
12916	Bunoge	regret (verb), be sorry	nim+sik+ani	n i m + s i k + a n i	10153	n i m + - - s i k + a n i
12917	DonnoSo	regret (verb), be sorry	nim+i+sɛk+ana	n i m + i + s ɛ k + a n a	10153	n i m + i + s ɛ k + a n a
12918	JamsayDouentza	regret (verb), be sorry	nim+i+sɛ	n i m + i + s ɛ	10153	n i m + i + s ɛ - - - - -
12919	JamsayDouentza	regret (verb), be sorry	maan+a	m aa n + a	10165	m aa n - + a
12920	Mombo	regret (verb), be sorry	nim+i+ns+akan+i	n i m + i + n s + a k a n + i	10156	n i m + i + n s + a k a n + i
12921	BonduSoNajamba	regret (verb), be sorry	yaŋg+it+irɛ	ya ŋ g + i t + i r ɛ	10152	ya ŋ g + i t + i r ɛ
12922	BonduSoNajamba	regret (verb), be sorry	nim+sɛ	n i m + s ɛ	10153	n i m + - - s ɛ - - - - -
12923	Nanga	regret (verb), be sorry	nim+si	n i m + s i	10153	n i m + - - s i - - - - -
12924	Nanga	regret (verb), be sorry	maand+i	m aa n d + i	10165	m aa n d + i
12925	Penange	regret (verb), be sorry	nim+sak+an	n i m + s a k + a n	10153	n i m + - - s a k + a n -
12926	PergeTegu	regret (verb), be sorry	nim+sɛ	n i m + s ɛ	10153	n i m + - - s ɛ - - - - -
12927	Tiranige	regret (verb), be sorry	mis+i+tik+anu	m i s + i + t i k + a n u	10160	m i s + i + t i k + a n u
12928	TommoSoTongoTongo	regret (verb), be sorry	nim+i+sɛ	n i m + i + s ɛ	10153	n i m + i + s ɛ - - - - -
12929	ToroTegu	regret (verb), be sorry	yⁿaŋk+i+tak+arⁿ+a	yⁿa ŋ k + i + t a k + a rⁿ + a	10162	yⁿa ŋ k + i + t a k + a rⁿ + a
12930	ToroTegu	regret (verb), be sorry	nim+sit+akarⁿ+a	n i m + s i t + a k a rⁿ + a	10150	n i m + s i t + a k a rⁿ + a
12931	YandaDom	regret (verb), be sorry	nim+sɛ	n i m + s ɛ	10153	n i m + - - s ɛ - - - - -
16657	BenTey	release (prisoner, hostage)	duw+ɔ	d u w + ɔ	10166	d u w + ɔ
16658	Bunoge	release (prisoner, hostage)	mɛŋ+ɛ	m ɛ ŋ + ɛ	10168	m ɛ ŋ + ɛ
16659	DonnoSo	release (prisoner, hostage)	yaar+a	yaa r + a	10169	yaa r + a
16660	DonnoSo	release (prisoner, hostage)	yar+a	ya r + a	10169	ya r + a
16661	JamsayDouentza	release (prisoner, hostage)	daɣ+a	d a ɣ + a	10167	d a ɣ + a
16662	Mombo	release (prisoner, hostage)	duz+e	d u z + e	10166	d u z + e
16663	BonduSoNajamba	release (prisoner, hostage)	dɔg+ɛ	d ɔ g + ɛ	10167	d ɔ g + ɛ
16664	Nanga	release (prisoner, hostage)	dɔg+ɔ	d ɔ g + ɔ	10167	d ɔ g + ɔ
16665	Penange	release (prisoner, hostage)	duj+e	d u j + e	10166	d u j + e
16666	PergeTegu	release (prisoner, hostage)	kiy+ɛ	k iy + ɛ	10174	k iy + ɛ
16667	PergeTegu	release (prisoner, hostage)	pil+i+rɛ	p i l + i + r ɛ	10181	p i l + i + r ɛ
16668	TogoKan	release (prisoner, hostage)	dag+a	d a g + a	10167	d a g + a
16669	TommoSoTongoTongo	release (prisoner, hostage)	pad+a	p a d + a	10176	p a d + a
16670	TommoSoTongoTongo	release (prisoner, hostage)	yaar+a	yaa r + a	10169	yaa r + a
16671	ToroTegu	release (prisoner, hostage)	wur+ɔ	w u r + ɔ	10177	w u r + ɔ
16672	YandaDom	release (prisoner, hostage)	dɔg+ɔ	d ɔ g + ɔ	10167	d ɔ g + ɔ
16673	YandaDom	release (prisoner, hostage)	yad+a+li	ya d + a + l i	10183	ya d + a + l i
16674	YornoSo	release (prisoner, hostage)	dag+a	d a g + a	10167	d a g + a
9467	BankanTey	religion, Islam	diina	d ii n a	10190	d ii n a - -
9468	BenTey	religion, Islam	diina	d ii n a	10190	d ii n a - -
9469	Bunoge	religion, Islam	diina	d ii n a	10190	d ii n a - -
9470	DogulDomBendiely	religion, Islam	diinɛ	d ii n ɛ	10190	d ii n ɛ - -
9471	DogulDomBendiely	religion, Islam	diina	d ii n a	10190	d ii n a - -
9472	DogulDomKundialang	religion, Islam	diinɛ+ŋ	d ii n ɛ + ŋ	10190	d ii n ɛ + ŋ
9473	DonnoSo	religion, Islam	diinɛ	d ii n ɛ	10190	d ii n ɛ - -
9474	JamsayDouentza	religion, Islam	diine	d ii n e	10190	d ii n e - -
9475	JamsayDouentza	religion, Islam	diinɛ	d ii n ɛ	10190	d ii n ɛ - -
9476	Mombo	religion, Islam	diina	d ii n a	10190	d ii n a - -
9477	BonduSoNajamba	religion, Islam	diina	d ii n a	10190	d ii n a - -
9478	Nanga	religion, Islam	diina	d ii n a	10190	d ii n a - -
9479	Penange	religion, Islam	diina	d ii n a	10190	d ii n a - -
9480	PergeTegu	religion, Islam	diina	d ii n a	10190	d ii n a - -
9481	TebulUre	religion, Islam	diine	d ii n e	10190	d ii n e - -
9482	Tiranige	religion, Islam	diina	d ii n a	10190	d ii n a - -
9483	TogoKan	religion, Islam	sa+ⁿ	s a +ⁿ	10198	s a +ⁿ
9484	TogoKan	religion, Islam	diina	d ii n a	10190	d ii n a - -
9485	TommoSoTongoTongo	religion, Islam	dinɛ	d i n ɛ	10190	d i n ɛ - -
9486	TommoSoTongoTongo	religion, Islam	sɛnu+dinɛ	s ɛ n u + d i n ɛ	10206	s ɛ n u + d i n ɛ
9487	ToroTegu	religion, Islam	diina	d ii n a	10190	d ii n a - -
9488	YandaDom	religion, Islam	diinɛ	d ii n ɛ	10190	d ii n ɛ - -
9489	YornoSo	religion, Islam	diinɛ	d ii n ɛ	10190	d ii n ɛ - -
7298	BankanTey	remain, stay	be	b e	10211	b e - -
7299	BenTey	remain, stay	be	b e	10211	b e - -
7300	BenTey	remain, stay	was+a	w a s + a	10209	w a s + a
7301	Bunoge	remain, stay	deŋg+e	d e ŋ g + e	10210	d e ŋ g + e
7302	DogulDomBendiely	remain, stay	biy+ɛ	b iy + ɛ	10211	b iy + ɛ
7303	DogulDomBendiely	remain, stay	mal+ɛ	m a l + ɛ	10229	m a l + ɛ
7304	DogulDomKundialang	remain, stay	was+e	w a s + e	10209	w a s + e
7305	DonnoSo	remain, stay	wad+a	w a d + a	10209	w a d + a
7306	JamsayDouentza	remain, stay	be+e	b e + e	10211	b e + e
7307	JamsayMondoro	remain, stay	be+e	b e + e	10211	b e + e
7308	Mombo	remain, stay	ibye+e	i b ye + e	10216	i b ye + e
7309	Mombo	remain, stay	wan+je	w a n + j e	10218	w a n + j e
7310	BonduSoNajamba	remain, stay	waj+e	w a j + e	10209	w a j + e
7311	BonduSoNajamba	remain, stay	b+ɛ	b + ɛ	10228	b + ɛ
7312	Nanga	remain, stay	be+e	b e + e	10211	b e + e
7313	Penange	remain, stay	wan+je	w a n + j e	10218	w a n + j e
7314	PergeTegu	remain, stay	bo+o	b o + o	10219	b o + o
7315	TebulUre	remain, stay	be	b e	10211	b e - -
7316	TebulUre	remain, stay	wad+a	w a d + a	10209	w a d + a
7317	Tiranige	remain, stay	anj+o	a n j + o	10221	a n j + o
7318	TogoKan	remain, stay	sig+ɛ	s i g + ɛ	10222	s i g + ɛ
7319	TommoSoTongoTongo	remain, stay	biy+ɛ	b iy + ɛ	10211	b iy + ɛ
7320	TommoSoTongoTongo	remain, stay	k+ɔ	k + ɔ	10232	k + ɔ
7321	TommoSoTongoTongo	remain, stay	wad+a	w a d + a	10209	w a d + a
7322	ToroTegu	remain, stay	was+a	w a s + a	10209	w a s + a
